month,local_hour,valid_qh,DA_avg_abs_mw,IDA_avg_abs_mw,aFRR_up_avg_mw,aFRR_down_avg_mw
2026-02,7,110,54.54545454545455,57.14545454545455,92.60909090909091,93.64545454545454
2026-02,8,111,57.65765765765766,53.97410532467757,90.09009009009009,91.89189189189189
2026-02,9,107,69.21495327102804,71.05607476635514,93.37383177570094,93.46728971962617
2026-02,10,112,58.14269537802985,58.56249999999999,83.58035714285714,89.0
2026-02,11,108,51.851851851851855,62.73858587768513,83.55555555555556,81.48148148148148
2026-02,12,109,71.03669724770637,85.30933036611933,85.04587155963303,79.1651376146789
2026-02,13,112,59.59851715154683,71.91223451880833,83.60714285714286,80.70535714285714
2026-02,14,112,64.28571428571429,75.68067720855626,83.49107142857143,83.47321428571429
2026-02,15,112,66.96428571428571,73.0678702801206,83.03571428571429,78.61607142857143
2026-02,16,112,67.85714285714286,81.05534364029121,85.71428571428571,79.42857142857143
2026-02,17,111,64.8018018018018,79.15306118973415,84.68468468468468,80.55855855855856
2026-02,18,111,70.01801801801801,85.7416326925563,81.72972972972973,73.18018018018019
2026-02,19,110,69.08181818181818,74.47451299645422,75.66363636363636,77.85454545454546
2026-02,20,110,71.81818181818181,77.27272727272727,76.36363636363636,77.27272727272727
2026-02,21,110,72.72727272727273,72.15599014613615,78.30909090909091,78.93636363636364
2026-02,22,109,75.22935779816514,81.83641351959697,81.37614678899082,80.08256880733943
2026-02,23,111,64.86486486486487,76.64965425210171,78.2072072072072,77.47747747747748
2026-03,0,113,66.20949244426367,60.88066480167939,83.24778761061947,85.61946902654867
2026-03,1,113,66.3716814159292,64.19771373343404,80.49557522123894,81.87610619469027
2026-03,2,109,66.05504587155963,62.39472513041647,81.33944954128441,81.4770642201835
2026-03,3,116,64.93604929888305,67.28448275862068,81.03448275862068,78.12068965517241
2026-03,4,114,66.66666666666667,70.93812138112978,83.03508771929825,77.60526315789474
2026-03,5,116,67.24137931034483,65.84482758620689,82.75862068965517,80.46551724137932
2026-03,6,115,67.82341466189946,65.206657011809,70.85217391304347,82.74782608695652
2026-03,7,115,60.869565217391305,70.73445616099573,61.095652173913045,83.47826086956522
2026-03,8,114,63.99122807017544,63.639463876829936,78.15789473684211,82.95614035087719
2026-03,9,111,60.63963963963964,61.00671811077614,79.73873873873873,80.18018018018019
2026-03,10,115,50.53783131008572,50.791415035571,76.76521739130435,78.25217391304348
2026-03,11,116,44.51724137930331,44.915739277463324,77.55172413793103,70.93965517242083
2026-03,12,116,59.21965604004933,70.58272981229537,76.72413793103448,62.5
2026-03,13,116,55.172413793103445,64.86383157792204,78.96551724137932,61.922413793103445
2026-03,14,116,62.06896551724138,70.87455373420279,79.3103448275862,57.939655172413794
2026-03,15,116,59.33212982072699,81.3820929677313,79.0,70.11206896551722
2026-03,16,116,64.65517241379311,81.85383842803812,78.46551724137932,67.34482758620689
2026-03,17,114,66.64912280701755,75.60731091034259,76.55263157894737,68.83333333333333
2026-03,18,112,66.07142857142857,70.9305525205006,75.0,72.11607142857137
2026-03,19,114,57.719298245614034,56.46713018975484,55.27192982456141,73.6842105263158
2026-03,20,115,69.35652173913043,75.85162686555978,38.243478260869566,71.21739130434783
2026-03,21,114,61.973684210526315,75.31897946395834,38.780701754385966,72.86842105263158
2026-03,22,114,60.05660477647802,72.43678740796216,63.46491228070175,71.9298245614035
2026-03,23,111,67.27027027027027,77.99883996725066,70.42342342342343,70.25225225225225
2026-04,0,104,69.23076923076923,77.70192307692308,81.95192307692308,86.5
2026-04,1,104,67.3076923076923,71.03132852481423,85.96153846153847,85.3076923076923
